document_id,Review text,Sentiment
1793,"somehow , carpenter has lost his touch , with junk like his failed 1995 remake of , "" village of the damned , "" to his uninspired 1996 sequel , "" escape from l . a . "" those movies , however , look like cinematic works of art compared to his latest film , "" john carpenter's vampires . """,negative
1794,"if i was him , i definately wouldn't want to put my own name in the title .",negative
1795,"it is a sad state of affairs when carpenter can make something as misguided and flatly written and filmed as , "" vampires . """,negative
1796,the story is simple .,negative
1797,"jack crow ( james woods ) is a vampire hunter who , along with one of his partners , montoya ( daniel baldwin ) , and a prostitute , katrina ( sheryl lee ) , survives an attack from the master vampire , valek ( thomas ian griffith ) .",negative
1798,"since katrina was previously bitten by him , crow takes her along because anyone who is bitten by valek becomes telepathically linked to him until they themselves turn into vampires a couple days later , and crow is hoping to find him with the help of her .",negative
1799,"it seems valek's mission is to steal a black , wooden cross from a roman catholic church that will enable him to become so powerful that sunlight will not destroy him .",negative
1800,my question is : how many time have we seen this same story played out ?,negative
1801,"well , the answer is just about as many times as a better version of the story has been made .",negative
1802,""" john carpenter's vampires , "" sadly enough , is one of the most unscary horror films i've ever seen .",negative
1803,"in fact , there isn't even one suspenseful moment in the whole 105-minute running time .",negative
1804,"the non-stop vampire attack sequences are stylelessly filmed , without any interesting camera work , which is usually a trademark of carpenter's .",negative
1805,"and then we come to the screenplay , which , as far as i can tell , is nearly non-existent .",negative
1806,"there is no story development , and there isn't even an attempt to flesh out the characters .",negative
1807,"james woods can be a good actor , but he has nothing to do here but to say a couple of "" pseudo "" -clever lines of dialogue .",negative
1808,"daniel baldwin has some potential , but his character comes off as being very dense .",negative
1809,"and sheryl lee ( faring much better as laura palmer in "" twin peaks "" ) , like all of the female characters , plays an offensive stereotypical whore .",negative
1810,"there is not an ounce of intelligence , or excitement in , "" john carpenter's vamires , "" which is very disheartening coming from an ex-fan of carpenter's .",negative
1811,"he has said that he turned down directing , "" halloween : h20 , "" because he couldn't work up any excitement for it .",negative
1812,"and yet , when asked about a "" vampires "" sequel , he said he would be happy to do it .",negative
1813,"i think that's a definite sign that carpenter has finally lost any trace of his lasting talent , not to mention a significant number of iq points .",negative
1814,"two party guys bob their heads to haddaway's dance hit "" what is love ? """,negative
1815,while getting themselves into trouble in nightclub after nightclub .,negative
1816,"it's barely enough to sustain a three-minute _saturday_night_live_ skit , but _snl_ producer lorne michaels , _clueless_ creator amy heckerling , and paramount pictures saw something in the late night television institution's recurring "" roxbury guys "" sketch that would presumably make a good feature .",negative
