Document_ID,Review,Sentiment
7157,"instead , they are solid , moving segments that were probably cut from the film only for length .",positive
7158,one of them continues a confrontation that was only touched on lightly in the film .,positive
7159,"renee firestone ( one of the five ) spoke on camera with dr . hans m ? nch , a german doctor who ran the medical clinic at auschwitz .",positive
7160,"firestone was aggressive , questioning the doctor about what his children thought .",positive
7161,the doctor was evasive and clearly uncomfortable .,positive
7162,another of the outtakes showed bill basch saying a prayer for his dead friends at auschwitz .,positive
7163,"he ends his prayer by saying "" . . . forgive me for surviving . """,positive
7164,it's ambitious to shoot a documentary on 35mm film .,positive
7165,"it's ambitious to make it on a subject that has saturated cable , television , and movies .",positive
7166,it's ambitious to make it 54 years after the events it covers .,positive
7167,but the last days handles all these potential obstacles very well .,positive
7168,"it's only fitting that the dvd , with its wealth of interesting and relevant features , would also be ambitious and successful .",positive
7169,it is easy to label something sentimental or tear jerking when one has not experienced the heartache of losing a child ? whether that may be in life or in death .,positive
7170,"after having said that , i will also say that this movie does all of the above very well .",positive
7171,"one gets that choking sensation in the throat ( because of grief ) when one brother forgives another for a costly mistake , or when a husband hugs his wife after a long estrangement .",positive
7172,"there is no ocean , no drownings and it does not conjure up memories of yet another ? ordinary people' .",positive
7173,in fact the only thing remotely connected to the ocean is probably tap water and the toilet flushing ( not that this literally happened in the movie ) .,positive
7174,so what are the lessons learnt : 1 .,positive
7175,don't take your children to class reunions .,positive
7176,"2 . don't leave them alone in the lobby , not even for a second .",positive
7177,"michelle pfeiffer once again plays the role of a highly-strung wife and mother , a trend that started with ? a thousand acres' and ? one fine day' .",positive
7178,"my comment is that she is exceptionally fine strung in this movie , so much so that when she has a nervous break down , the veins on her temples bulge impressively .",positive
7179,"whoopi golberg also puts in an understated performance , playing a lesbian cop , with a name that makes one want to reach for a lollipop .",positive
